employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score
1960,Sales & Marketing,region_7,Masters & above,f,sourcing,1,33,5,8,1,0,51
2199,Technology,region_2,Bachelors,f,sourcing,2,38,3,10,0,0,81
50956,Operations,region_5,Bachelors,m,other,1,32,3,4,1,0,57
62294,Operations,region_23,Masters & above,f,other,1,35,4,9,0,0,61
30224,Operations,region_6,Bachelors,m,other,2,39,4,4,0,0,59
8909,Operations,region_6,Bachelors,m,other,1,26,5,4,1,0,62
9147,Procurement,region_22,Bachelors,m,other,1,40,3,2,1,1,70
7718,Procurement,region_2,Masters & above,m,other,1,46,1,4,0,0,68
65318,Sales & Marketing,region_31,Bachelors,f,other,1,35,4,9,0,0,49
46599,Sales & Marketing,region_29,Bachelors,m,other,1,33,4,6,0,0,52
58088,Technology,region_7,Bachelors,f,sourcing,3,31,3,3,0,0,80
20450,Sales & Marketing,region_17,Bachelors,m,sourcing,1,44,1,15,0,0,46
13075,Sales & Marketing,region_2,Bachelors,m,other,1,41,2,3,0,0,53
12573,Sales & Marketing,region_15,Bachelors,m,other,1,29,1,2,0,0,48
74777,Sales & Marketing,region_13,Bachelors,m,other,1,42,3,13,0,0,51
9154,Sales & Marketing,region_13,Bachelors,f,sourcing,1,28,3,2,0,0,45
58856,HR,region_32,Bachelors,f,sourcing,1,31,1,7,0,0,50
59971,Sales & Marketing,region_16,Bachelors,m,sourcing,1,48,1,17,0,0,54
33473,Sales & Marketing,region_2,Bachelors,m,sourcing,2,31,1,6,0,0,50
68619,Technology,region_20,Bachelors,m,sourcing,1,30,4,4,0,0,80
18493,Analytics,region_7,Bachelors,m,other,1,33,5,5,0,0,82
2454,Operations,region_28,Bachelors,m,other,1,30,3,4,1,0,57
65221,Operations,region_2,Bachelors,f,sourcing,2,27,4,2,0,0,57
18532,HR,region_2,Bachelors,m,other,1,31,3,2,0,0,48
54231,HR,region_2,Masters & above,f,sourcing,1,60,5,10,1,0,50
14551,Sales & Marketing,region_20,Bachelors,m,sourcing,1,39,4,7,0,0,50
64000,Sales & Marketing,region_7,Bachelors,f,sourcing,2,27,4,5,1,0,49
22569,Operations,region_22,Below Secondary,f,other,1,26,5,5,1,0,59
69364,Legal,region_2,Bachelors,m,sourcing,1,55,1,14,0,0,59
32013,Legal,region_15,Bachelors,m,sourcing,1,40,3,3,0,0,63
30076,Procurement,region_14,Bachelors,m,other,1,33,4,6,0,0,67
2967,Operations,region_22,Bachelors,f,other,1,28,3,5,0,0,60
8585,Technology,region_5,Masters & above,m,other,1,37,5,10,1,0,82
78116,Operations,region_22,Bachelors,f,sourcing,2,32,3,8,1,0,60
29633,Procurement,region_2,Bachelors,m,other,1,47,3,6,0,0,71
65903,Sales & Marketing,region_22,Bachelors,m,referred,3,27,5,4,1,0,50
40589,Sales & Marketing,region_1,Masters & above,m,other,1,39,3,4,0,0,51
54286,Operations,region_15,Bachelors,m,sourcing,1,52,4,13,0,0,63
43949,Sales & Marketing,region_1,Bachelors,m,sourcing,2,30,3,7,0,0,50
77309,Sales & Marketing,region_2,Masters & above,m,other,1,39,4,4,1,0,50
16610,Technology,region_13,Bachelors,f,other,1,43,4,14,1,0,84
16379,Finance,region_2,Masters & above,m,other,3,37,3,5,0,0,57
28243,Procurement,region_2,Masters & above,m,sourcing,1,34,4,9,0,0,69
50753,Analytics,region_22,Masters & above,f,other,1,37,4,10,0,0,85
74232,Sales & Marketing,region_22,Masters & above,m,sourcing,1,48,1,3,0,0,53
20753,Operations,region_2,Bachelors,m,sourcing,1,31,3,5,0,0,61
36330,Technology,region_14,Bachelors,f,other,1,31,3,2,0,0,78
75947,Procurement,region_28,Bachelors,f,other,1,29,3,4,0,0,64
50135,Sales & Marketing,region_22,Bachelors,m,sourcing,1,27,3,2,1,0,53
74960,Technology,region_2,Bachelors,f,other,1,42,1,6,0,0,83
66956,Operations,region_25,Bachelors,m,other,1,29,5,4,1,0,57
25142,Operations,region_27,Bachelors,m,sourcing,1,31,5,6,1,0,59
28762,Sales & Marketing,region_25,Bachelors,m,other,1,38,5,7,1,0,54
50769,Finance,region_4,Bachelors,m,sourcing,2,32,5,1,1,0,57
69262,Operations,region_14,Bachelors,m,other,1,40,3,5,0,0,63
59025,Operations,region_7,Bachelors,m,sourcing,2,30,5,3,1,0,57
22383,Sales & Marketing,region_2,Bachelors,m,other,1,29,4,6,1,0,50
62208,Sales & Marketing,region_28,Masters & above,m,other,3,35,4,10,0,0,50
66338,Operations,region_22,Masters & above,m,other,1,54,4,16,1,0,61
20271,Sales & Marketing,region_15,Bachelors,m,sourcing,1,40,4,10,0,0,49
32021,Finance,region_2,Bachelors,m,other,1,30,3,2,0,0,59
46898,Technology,region_22,Bachelors,m,other,1,28,3,7,0,0,77
31373,HR,region_19,Bachelors,m,other,1,33,4,3,0,0,52
57608,Technology,region_7,Masters & above,f,sourcing,1,40,4,6,1,0,81
60542,Technology,region_7,Masters & above,f,other,1,38,5,5,0,0,81
64900,Sales & Marketing,region_28,Masters & above,m,other,1,29,4,4,0,0,50
18271,Sales & Marketing,region_7,Bachelors,m,other,1,35,4,2,0,0,51
25331,Sales & Marketing,region_28,Bachelors,m,other,1,40,1,7,0,0,49
56168,Operations,region_12,Bachelors,m,sourcing,1,26,3,3,1,0,58
64572,Sales & Marketing,region_23,Bachelors,m,other,2,31,3,9,0,0,48
71085,Legal,region_7,Bachelors,f,other,1,31,5,5,1,0,58
24893,Operations,region_19,Bachelors,m,other,1,34,1,6,0,0,62
14660,Sales & Marketing,region_2,Masters & above,m,sourcing,1,54,1,15,0,0,47
73406,Operations,region_29,Bachelors,m,other,1,39,5,9,0,0,74
73205,Sales & Marketing,region_29,Bachelors,m,sourcing,1,34,3,7,1,0,48
49700,Procurement,region_2,Bachelors,m,other,2,33,3,8,0,0,67
39338,Sales & Marketing,region_32,Bachelors,m,sourcing,1,31,3,5,0,0,53
25700,Sales & Marketing,region_13,Bachelors,m,other,1,42,5,9,0,0,50
43612,Sales & Marketing,region_14,Bachelors,m,other,1,35,1,9,0,0,49
71477,Technology,region_14,Bachelors,m,other,1,32,3,7,0,0,78
54527,Sales & Marketing,region_10,Masters & above,m,other,1,32,2,3,0,0,47
16634,Technology,region_2,Bachelors,f,referred,1,29,5,4,1,0,74
24572,Finance,region_2,Masters & above,m,sourcing,1,38,3,4,0,0,59
37202,Analytics,region_23,Bachelors,m,sourcing,1,35,5,5,0,0,82
19304,Sales & Marketing,region_25,Masters & above,m,sourcing,1,36,5,8,0,0,66
49080,HR,region_4,Bachelors,m,sourcing,1,31,1,7,1,0,51
51314,Sales & Marketing,region_7,Bachelors,m,other,1,34,3,3,0,0,45
4094,Sales & Marketing,region_32,Bachelors,m,other,1,31,3,4,0,0,47
62905,Sales & Marketing,region_2,Masters & above,m,other,1,32,5,4,1,0,42
21490,Technology,region_26,Bachelors,m,other,1,29,3,2,0,0,80
16762,Procurement,region_2,Masters & above,f,sourcing,1,40,2,3,0,0,71
65866,Technology,region_2,Masters & above,m,other,1,50,1,18,0,0,83
7427,Operations,region_2,Bachelors,f,other,2,26,4,2,0,0,57
10998,Operations,region_2,Bachelors,f,other,1,46,4,5,1,0,58
75284,Analytics,region_22,Bachelors,m,referred,1,28,5,2,0,0,83
16101,Technology,region_27,Masters & above,m,other,1,38,5,5,1,0,86
3954,Sales & Marketing,region_7,Bachelors,m,other,1,39,1,3,0,0,46
39490,Operations,region_22,Masters & above,m,sourcing,1,44,3,10,0,0,55
49252,Operations,region_19,Bachelors,m,other,1,26,5,6,1,0,60
28766,Sales & Marketing,region_30,Bachelors,m,sourcing,1,32,1,3,0,0,46
24579,Sales & Marketing,region_13,Bachelors,m,other,1,49,3,6,1,0,53
3105,Sales & Marketing,region_22,Bachelors,m,other,1,20,5,2,0,0,44
15498,Procurement,region_7,Masters & above,m,sourcing,3,37,3,9,0,0,71
27310,Procurement,region_8,Bachelors,m,other,1,38,3,10,1,0,68
36229,Sales & Marketing,region_7,Bachelors,m,sourcing,1,31,3,2,1,0,45
61210,HR,region_2,Masters & above,m,other,1,58,3,15,0,0,55
57034,Sales & Marketing,region_19,Bachelors,m,other,1,34,3,4,0,0,46
49485,Sales & Marketing,region_20,Masters & above,m,sourcing,2,37,5,2,1,0,51
17601,Analytics,region_31,Bachelors,m,sourcing,2,29,3,2,0,0,87
74914,Technology,region_26,Masters & above,m,other,1,48,3,5,0,0,81
48615,Sales & Marketing,region_22,Bachelors,m,sourcing,2,29,4,1,1,0,48
5862,Analytics,region_17,Bachelors,m,sourcing,2,37,4,10,0,0,89
63422,Finance,region_2,Bachelors,m,other,2,26,4,3,1,0,59
29037,Sales & Marketing,region_7,Masters & above,m,other,1,39,5,4,0,0,45
72625,HR,region_2,Bachelors,m,other,1,32,2,8,0,0,48
42452,Procurement,region_17,Bachelors,f,sourcing,1,60,4,7,1,0,67
8232,Operations,region_15,Bachelors,m,other,2,37,5,7,0,0,53
10455,Analytics,region_26,Bachelors,m,sourcing,1,49,3,9,0,0,89
49189,Analytics,region_34,Bachelors,m,other,1,32,2,4,0,0,83
34769,Analytics,region_31,Bachelors,m,other,1,27,4,6,1,0,84
6486,Sales & Marketing,region_2,Bachelors,m,sourcing,1,37,3,7,1,0,45
45471,Technology,region_24,Bachelors,m,other,1,25,3,2,0,0,83
40417,Analytics,region_2,Bachelors,m,other,1,47,5,3,0,0,84
28867,Operations,region_23,Bachelors,m,other,1,37,4,12,1,0,58
27473,Analytics,region_13,Masters & above,m,sourcing,1,33,3,6,0,0,84
7281,Finance,region_29,Bachelors,m,sourcing,1,30,5,4,1,0,62
57284,Legal,region_4,Masters & above,m,sourcing,1,34,3,4,0,0,62
1663,Finance,region_7,Bachelors,f,other,1,29,5,2,1,0,63
8639,Procurement,region_23,Masters & above,m,other,1,36,3,10,0,0,71
24134,Procurement,region_2,Bachelors,m,sourcing,1,49,2,16,0,0,70
16123,HR,region_22,Masters & above,m,sourcing,2,36,4,6,0,0,54
58258,R&D,region_7,Bachelors,m,sourcing,1,34,3,6,0,0,81
70362,Technology,region_20,Masters & above,m,other,1,38,3,4,1,1,81
15087,Operations,region_2,Bachelors,f,other,1,55,4,16,0,0,51
18315,Analytics,region_22,Bachelors,f,other,1,32,3,6,0,0,84
70140,Sales & Marketing,region_26,Masters & above,m,sourcing,1,39,1,5,1,0,52
68156,Procurement,region_26,Bachelors,m,other,1,33,3,7,0,0,68
69172,Technology,region_33,Bachelors,m,other,1,42,1,2,0,0,83
2624,Sales & Marketing,region_22,Bachelors,m,sourcing,2,48,3,2,0,0,48
1370,Sales & Marketing,region_14,Bachelors,f,other,1,36,3,8,0,0,50
43649,Operations,region_7,Bachelors,f,other,2,33,3,2,0,0,58
54763,Sales & Marketing,region_31,Bachelors,m,sourcing,1,27,1,2,0,0,51
23960,Procurement,region_34,Masters & above,m,other,1,40,5,7,1,0,71
71243,Operations,region_2,Bachelors,m,other,1,60,3,34,0,0,56
24662,Sales & Marketing,region_12,Bachelors,f,sourcing,1,27,5,4,0,0,49
10903,Technology,region_4,Bachelors,f,sourcing,1,32,1,6,1,0,78
24836,Procurement,region_10,Masters & above,m,sourcing,1,35,5,5,1,0,69
64958,Sales & Marketing,region_3,Bachelors,m,other,1,25,3,2,1,0,47
24693,Finance,region_8,Masters & above,m,other,1,33,4,3,1,0,57
48916,Analytics,region_28,Masters & above,m,sourcing,1,42,4,5,0,0,79
48882,Sales & Marketing,region_7,Bachelors,f,sourcing,1,30,1,5,0,0,48
68789,Operations,region_15,Bachelors,f,sourcing,1,27,5,2,1,0,60
1626,Analytics,region_22,Bachelors,m,referred,2,28,5,2,1,0,90
66645,Sales & Marketing,region_2,Bachelors,f,sourcing,1,49,5,9,0,0,54
49374,Operations,region_11,Masters & above,m,other,1,35,4,7,0,0,59
71828,Finance,region_22,Bachelors,m,sourcing,2,27,5,5,0,0,64
46002,Operations,region_2,Masters & above,f,sourcing,1,33,5,8,1,0,63
15766,HR,region_2,Masters & above,m,sourcing,1,45,5,5,1,0,45
24639,Operations,region_10,Masters & above,m,other,1,32,4,3,1,0,60
49351,R&D,region_7,Masters & above,f,sourcing,1,29,3,4,1,0,85
56702,Operations,region_22,Bachelors,m,other,1,23,2,2,0,0,59
57665,Procurement,region_2,Masters & above,f,other,2,59,3,17,0,0,67
13092,Sales & Marketing,region_1,Masters & above,m,sourcing,1,38,5,5,1,0,50
59907,Operations,region_3,Bachelors,m,other,1,45,3,7,1,0,57
15814,Analytics,region_21,Bachelors,m,other,1,26,2,2,0,0,87
33636,R&D,region_7,Bachelors,m,sourcing,1,32,5,2,1,0,86
11716,Procurement,region_22,Masters & above,m,other,1,33,5,5,0,0,67
1100,Procurement,region_2,Bachelors,f,other,2,59,5,18,1,0,70
19668,Operations,region_9,Bachelors,m,other,1,28,3,4,1,0,63
71626,Technology,region_8,Bachelors,f,sourcing,2,34,3,7,0,0,79
27877,Technology,region_13,Masters & above,m,other,1,35,3,7,1,0,80
47856,Procurement,region_2,Below Secondary,m,other,2,20,5,2,0,0,65
18025,Operations,region_34,Bachelors,m,other,1,29,1,3,0,0,64
7594,Sales & Marketing,region_2,Masters & above,f,other,2,58,3,12,0,0,48
3864,Analytics,region_13,Bachelors,m,other,1,46,4,6,0,0,82
67403,Procurement,region_2,Bachelors,m,sourcing,3,31,4,4,0,0,67
23930,Sales & Marketing,region_28,Bachelors,m,sourcing,1,37,1,9,0,0,51
74401,Procurement,region_5,Bachelors,m,other,1,41,5,5,1,0,67
46322,Sales & Marketing,region_7,Bachelors,m,other,1,34,4,3,1,0,49
76830,Operations,region_13,Masters & above,f,sourcing,1,39,1,5,1,0,59
54607,Sales & Marketing,region_11,Bachelors,m,sourcing,1,47,3,11,0,0,50
25982,Sales & Marketing,region_4,Bachelors,m,sourcing,1,53,4,7,0,0,50
58320,Finance,region_2,Masters & above,m,sourcing,1,34,1,8,0,0,58
71796,Finance,region_15,Bachelors,m,other,1,31,3,4,0,0,57
72440,Technology,region_10,Masters & above,m,sourcing,1,46,4,14,1,0,80
24175,Technology,region_7,Masters & above,m,other,1,52,4,3,1,0,81
69605,Technology,region_26,Bachelors,f,other,1,35,1,4,0,0,78
2645,Operations,region_22,Masters & above,m,sourcing,1,42,3,13,0,0,60
38443,Operations,region_19,Masters & above,m,sourcing,1,41,3,2,1,0,59
49795,Analytics,region_22,Bachelors,f,other,3,30,3,4,0,0,84
61160,Operations,region_7,Bachelors,f,sourcing,1,34,2,6,0,0,58
24573,Operations,region_12,Bachelors,m,other,1,28,5,4,0,0,64
27861,Analytics,region_26,Bachelors,m,sourcing,2,43,5,4,1,0,86
37852,Technology,region_7,Bachelors,m,other,1,40,2,2,1,0,84
24516,Sales & Marketing,region_2,Bachelors,m,other,1,43,2,14,0,0,50
5728,Procurement,region_26,Masters & above,m,sourcing,1,35,3,10,0,0,73
5808,Analytics,region_27,Bachelors,m,sourcing,1,28,1,3,1,0,86
52871,Technology,region_31,Bachelors,m,other,1,34,3,7,0,0,79
37384,R&D,region_31,Masters & above,m,sourcing,1,29,3,2,0,0,82
73897,Sales & Marketing,region_2,Bachelors,m,other,1,50,5,8,0,0,50
34813,Analytics,region_31,Bachelors,m,sourcing,2,37,5,7,0,0,82
73957,Analytics,region_15,Bachelors,m,sourcing,1,31,3,4,0,0,89
34118,Operations,region_19,Bachelors,m,other,1,38,5,7,0,0,57
39319,Sales & Marketing,region_2,Masters & above,m,other,1,48,5,8,0,0,47
49624,Sales & Marketing,region_5,Bachelors,m,other,1,37,4,9,0,0,50
6088,Legal,region_2,Masters & above,m,other,1,40,3,4,0,0,57
5661,Procurement,region_2,Bachelors,f,other,2,45,3,5,0,0,70
59562,Analytics,region_7,Bachelors,m,sourcing,2,41,5,5,1,0,79
67198,Technology,region_21,Bachelors,m,sourcing,1,29,1,2,1,0,77
31485,Analytics,region_22,Bachelors,f,sourcing,2,27,5,2,1,0,85
71427,Analytics,region_9,Masters & above,m,sourcing,1,33,3,7,0,0,87
60857,Operations,region_2,Bachelors,f,sourcing,1,29,5,3,1,0,63
21988,Technology,region_26,Masters & above,m,sourcing,1,46,1,20,0,0,83
26273,Sales & Marketing,region_2,Bachelors,m,sourcing,1,42,3,8,1,0,51
75089,HR,region_31,Masters & above,m,other,1,33,2,5,0,0,50
23107,Sales & Marketing,region_5,Bachelors,m,other,2,35,1,8,0,0,45
56283,Technology,region_2,Masters & above,f,other,2,35,2,7,0,0,77
17472,Technology,region_22,Bachelors,f,sourcing,1,27,2,2,0,0,81
64467,Sales & Marketing,region_27,Masters & above,m,other,1,44,3,10,1,0,51
52675,Technology,region_7,Masters & above,f,other,1,33,1,7,0,0,80
34320,Procurement,region_14,Bachelors,m,other,1,34,1,4,0,0,74
53961,Technology,region_2,Bachelors,f,other,2,37,4,7,0,0,76
14685,Sales & Marketing,region_30,Bachelors,m,other,2,33,1,3,0,0,51
50985,Sales & Marketing,region_28,Masters & above,f,sourcing,1,34,5,8,1,0,51
73396,Operations,region_29,Masters & above,m,sourcing,2,34,4,6,1,0,60
69097,Technology,region_7,Bachelors,m,sourcing,1,29,4,4,1,0,80
48224,Sales & Marketing,region_2,Masters & above,m,other,2,36,3,7,0,0,51
24019,Sales & Marketing,region_28,Bachelors,m,sourcing,1,29,3,2,0,0,49
29664,Operations,region_10,Bachelors,f,sourcing,1,30,4,2,0,0,58
3929,Analytics,region_22,Bachelors,f,sourcing,1,30,4,4,0,0,86
37717,HR,region_2,Masters & above,f,sourcing,1,32,4,3,1,0,48
123,Operations,region_25,Bachelors,m,other,1,35,5,7,1,0,60
61608,Sales & Marketing,region_13,Bachelors,f,other,1,24,1,2,0,0,50
58443,Technology,region_5,Bachelors,m,other,1,25,1,2,0,0,80
75673,Procurement,region_17,Bachelors,f,other,1,30,4,4,1,0,70
28692,Technology,region_24,Bachelors,m,other,1,25,2,4,0,0,74
23901,Analytics,region_19,Bachelors,m,other,1,26,4,2,1,0,84
28908,Sales & Marketing,region_28,Masters & above,m,sourcing,1,34,5,3,1,0,55
61925,Technology,region_2,Bachelors,m,other,1,60,4,13,0,0,79
54504,Technology,region_22,Masters & above,m,other,3,42,3,6,0,0,80
32458,Technology,region_33,Bachelors,m,sourcing,1,35,5,2,1,0,78
8819,Operations,region_29,Bachelors,m,other,4,34,4,2,1,0,58
1430,Operations,region_31,Bachelors,f,other,1,33,3,8,1,0,57
58042,Finance,region_31,Masters & above,m,other,1,32,1,5,0,0,58
3976,Sales & Marketing,region_9,Masters & above,m,other,2,33,1,6,0,0,46
29508,Procurement,region_7,Masters & above,f,other,1,51,3,9,0,0,71
32353,Sales & Marketing,region_22,Masters & above,m,other,1,29,5,2,0,0,49
54637,Analytics,region_13,Bachelors,m,sourcing,1,35,5,8,1,0,86
17791,Sales & Marketing,region_7,Bachelors,m,sourcing,1,30,4,5,0,0,48
29007,Operations,region_2,Masters & above,f,sourcing,1,47,5,18,1,0,96
13107,Analytics,region_2,Bachelors,m,sourcing,2,30,3,2,0,0,85
13518,Sales & Marketing,region_11,Bachelors,m,other,1,30,5,4,1,0,49
78092,Sales & Marketing,region_33,Bachelors,f,sourcing,1,31,1,2,0,0,50
53414,Sales & Marketing,region_13,Masters & above,m,other,1,31,1,5,0,0,49
68855,Sales & Marketing,region_12,Bachelors,m,sourcing,1,32,4,2,1,0,47
3636,Sales & Marketing,region_28,Bachelors,m,other,1,34,1,3,0,0,55
45219,Procurement,region_8,Masters & above,m,other,1,37,4,4,1,0,68
59434,Analytics,region_30,Bachelors,m,other,1,31,5,6,1,0,90
28027,Technology,region_7,Bachelors,m,sourcing,1,29,4,2,1,0,78
7935,Technology,region_2,Bachelors,f,other,1,52,5,18,0,0,80
57108,Analytics,region_25,Masters & above,m,sourcing,1,37,5,4,1,0,84
38429,Sales & Marketing,region_11,Bachelors,m,other,2,40,1,2,1,0,50
37897,HR,region_23,Bachelors,m,other,1,32,3,4,1,1,51
26996,Sales & Marketing,region_25,Bachelors,m,other,1,34,3,6,0,0,54
65992,Sales & Marketing,region_20,Bachelors,m,other,1,34,4,10,1,0,65
11793,Analytics,region_15,Bachelors,m,other,2,36,4,8,1,0,79
77761,Technology,region_22,Masters & above,m,sourcing,1,29,2,5,0,0,84
73286,Legal,region_31,Bachelors,m,other,1,44,3,7,0,0,62
65143,Sales & Marketing,region_26,Bachelors,m,sourcing,1,22,3,2,0,0,50
77262,Sales & Marketing,region_7,Masters & above,m,sourcing,1,38,3,10,1,0,49
7308,Procurement,region_2,Bachelors,f,other,1,45,3,18,0,0,67
70921,HR,region_7,Masters & above,m,other,1,42,3,7,1,1,52
52303,Finance,region_7,Masters & above,f,other,1,36,4,9,0,0,62
45843,Technology,region_2,Bachelors,f,other,1,39,2,7,0,0,85
52629,Finance,region_2,Bachelors,m,sourcing,1,40,2,11,1,0,59
30017,Procurement,region_4,Masters & above,m,other,1,42,2,12,0,0,69
70533,Operations,region_32,Bachelors,m,sourcing,1,30,5,2,1,0,57
54317,Legal,region_31,Bachelors,m,other,1,36,3,7,0,0,59
47251,Procurement,region_15,Bachelors,m,sourcing,1,32,3,6,1,0,70
44558,R&D,region_2,Masters & above,m,other,1,44,3,9,0,0,84
59842,Operations,region_2,Bachelors,f,other,2,39,1,2,0,0,63
60990,Analytics,region_32,Masters & above,m,other,1,27,3,4,0,0,84
77940,Sales & Marketing,region_19,Bachelors,m,sourcing,1,26,1,3,0,0,51
10850,Operations,region_32,Bachelors,f,other,1,32,5,3,0,0,63
7937,Sales & Marketing,region_22,Bachelors,f,other,1,28,3,2,1,0,50
6808,Sales & Marketing,region_2,Bachelors,f,other,1,57,2,11,0,0,48
77936,Procurement,region_7,Masters & above,m,sourcing,2,47,4,5,1,0,69
939,Procurement,region_2,Masters & above,m,other,1,50,5,18,1,0,70
1528,Sales & Marketing,region_6,Bachelors,m,other,1,31,5,7,1,0,51
23694,Operations,region_2,Masters & above,m,other,1,44,4,15,1,0,59
14719,Analytics,region_4,Masters & above,m,other,1,35,5,7,0,0,85
7313,Operations,region_4,Bachelors,f,other,1,38,5,8,1,0,58
11109,Legal,region_22,Below Secondary,m,other,1,28,5,2,1,0,58
72319,Operations,region_19,Bachelors,m,sourcing,2,42,4,10,0,0,58
37713,Sales & Marketing,region_13,Bachelors,m,other,1,50,4,7,0,0,48
52403,Analytics,region_22,Bachelors,m,sourcing,1,29,4,3,1,0,82
57314,Operations,region_22,Bachelors,m,sourcing,1,40,2,11,1,0,57
64256,Technology,region_2,Masters & above,m,sourcing,1,46,3,5,0,0,83
38211,Sales & Marketing,region_4,Masters & above,m,other,1,39,3,10,0,0,54
55159,Sales & Marketing,region_2,Bachelors,m,sourcing,1,51,4,22,0,0,52
63962,Sales & Marketing,region_7,Masters & above,m,sourcing,2,33,1,8,0,0,48
54814,Sales & Marketing,region_2,Bachelors,m,sourcing,4,31,2,6,0,0,47
36917,Sales & Marketing,region_31,Bachelors,m,other,1,31,3,4,0,0,52
41067,Sales & Marketing,region_22,Masters & above,m,sourcing,1,35,4,7,1,0,46
24511,Procurement,region_4,Bachelors,f,other,3,30,3,6,0,0,71
53494,Technology,region_2,Masters & above,m,other,1,41,3,3,1,1,83
542,Procurement,region_11,Bachelors,m,sourcing,1,34,3,7,0,0,68
75248,Procurement,region_7,Bachelors,f,other,1,30,1,3,0,0,70
61978,Operations,region_22,Masters & above,m,other,3,32,3,10,0,0,59
70212,Procurement,region_2,Masters & above,m,sourcing,1,41,3,12,1,0,69
74999,Sales & Marketing,region_2,Bachelors,f,sourcing,1,34,1,6,0,0,49
56525,R&D,region_10,Masters & above,m,sourcing,1,32,3,6,0,0,81
64457,Procurement,region_17,Bachelors,f,other,1,29,4,9,1,0,69
77929,Operations,region_15,Bachelors,m,sourcing,2,44,3,9,0,0,59
41988,Sales & Marketing,region_20,Bachelors,m,other,1,39,3,14,0,0,46
30793,Operations,region_6,Bachelors,f,sourcing,1,32,4,4,1,0,58
76724,Analytics,region_31,Bachelors,m,other,1,32,4,4,0,0,87
76273,Sales & Marketing,region_19,Bachelors,m,sourcing,1,35,4,6,1,0,50
42328,Sales & Marketing,region_2,Bachelors,f,other,1,30,4,9,0,0,50
24527,Sales & Marketing,region_26,Bachelors,m,sourcing,1,30,5,6,1,1,50
45608,Analytics,region_6,Bachelors,m,other,1,30,4,3,0,0,86
28631,Procurement,region_22,Bachelors,m,sourcing,1,46,3,6,0,0,73
25496,Operations,region_7,Bachelors,f,other,1,36,4,7,0,0,57
4529,Finance,region_22,Masters & above,f,sourcing,1,36,3,2,1,0,61
75800,Sales & Marketing,region_2,Bachelors,f,other,1,29,4,6,1,0,45
51938,Operations,region_31,Bachelors,m,other,1,27,1,4,0,0,61
5133,R&D,region_22,Bachelors,m,referred,2,27,5,3,1,0,77
49036,R&D,region_7,Masters & above,m,other,1,40,4,3,1,0,85
67608,Procurement,region_2,Masters & above,m,sourcing,1,41,2,16,0,0,70
25557,Operations,region_7,Bachelors,m,other,1,30,4,6,1,0,54
39861,HR,region_2,Bachelors,f,sourcing,1,40,1,11,0,0,50
44286,Procurement,region_23,Masters & above,m,other,2,37,3,2,0,0,70
66600,Technology,region_13,Bachelors,f,other,1,34,3,2,0,0,72
47341,Sales & Marketing,region_28,Bachelors,m,sourcing,2,36,1,3,0,0,49
1775,Technology,region_2,Masters & above,f,sourcing,1,58,3,2,0,0,83
25857,Procurement,region_2,Bachelors,m,sourcing,1,40,3,12,0,0,68
11486,Procurement,region_15,Masters & above,m,other,1,34,4,2,1,0,72
50540,Procurement,region_6,Bachelors,m,sourcing,2,27,1,3,0,0,67
47427,Finance,region_28,Masters & above,f,other,1,32,5,8,1,0,59
10012,Legal,region_22,Bachelors,m,sourcing,1,28,5,4,1,0,60
17351,Sales & Marketing,region_15,Bachelors,m,other,1,49,1,16,0,0,50
20425,Operations,region_27,Bachelors,f,other,2,28,4,4,0,0,67
55388,HR,region_26,Bachelors,m,other,2,32,2,2,0,0,47
29193,Legal,region_2,Bachelors,m,sourcing,1,40,3,10,0,0,62
50356,Operations,region_19,Bachelors,m,other,1,34,5,6,1,0,57
35045,Technology,region_10,Bachelors,f,other,1,28,4,2,1,0,83
26015,Technology,region_7,Masters & above,m,other,1,35,2,6,0,0,79
76897,Finance,region_7,Bachelors,m,sourcing,2,28,5,7,1,0,60
41127,Operations,region_29,Bachelors,m,other,1,36,3,11,0,0,58
64186,Sales & Marketing,region_2,Masters & above,m,other,2,45,3,16,0,0,46
47588,Sales & Marketing,region_28,Masters & above,m,sourcing,1,40,3,10,0,0,50
18855,Procurement,region_26,Bachelors,m,other,1,53,3,4,0,0,69
11558,Sales & Marketing,region_13,Masters & above,m,sourcing,1,37,4,9,1,0,54
27197,HR,region_28,Masters & above,m,other,1,40,3,3,0,0,49
24874,Operations,region_15,Bachelors,m,referred,1,36,5,2,0,0,61
53064,Sales & Marketing,region_14,Bachelors,f,other,1,31,5,3,1,0,51
51730,Technology,region_27,Masters & above,m,other,2,37,4,8,0,0,77
46353,Operations,region_32,Bachelors,f,sourcing,1,37,3,5,1,0,60
38480,Finance,region_32,Bachelors,m,sourcing,2,38,5,4,0,0,58
11362,Finance,region_22,Bachelors,m,other,1,26,5,3,1,0,57
22279,Analytics,region_15,Masters & above,m,other,1,39,5,4,1,0,84
76421,Operations,region_29,Bachelors,f,other,1,35,5,7,1,0,61
13,Sales & Marketing,region_17,Bachelors,m,other,1,38,1,5,1,0,47
62782,Analytics,region_15,Bachelors,m,other,1,33,3,7,0,0,87
17451,Sales & Marketing,region_8,Masters & above,m,sourcing,1,30,1,5,0,0,48
65733,Procurement,region_2,Bachelors,m,other,1,39,5,4,1,0,77
31732,Technology,region_26,Bachelors,m,sourcing,2,28,3,4,0,0,82
