employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score
64242,Sales & Marketing,region_5,Bachelors,m,other,2,28,3,5,0,0,51
61959,Technology,region_2,Bachelors,m,other,1,28,4,6,1,0,84
9257,Finance,region_19,Bachelors,m,sourcing,2,31,4,8,0,0,60
51174,Procurement,region_2,Bachelors,f,referred,1,33,5,6,1,0,70
70316,Legal,region_2,Bachelors,m,sourcing,1,59,4,12,0,0,60
73985,Procurement,region_2,Masters & above,f,sourcing,2,54,3,10,1,0,73
7079,Sales & Marketing,region_31,Bachelors,m,other,1,27,4,2,0,0,50
32470,Sales & Marketing,region_25,Bachelors,m,other,1,34,2,10,0,0,47
50878,Sales & Marketing,region_22,Bachelors,m,other,2,26,4,3,1,0,49
2459,Procurement,region_13,Masters & above,m,sourcing,1,33,5,8,1,0,68
27604,Sales & Marketing,region_1,Bachelors,m,sourcing,1,26,5,4,1,0,44
67121,Operations,region_24,Masters & above,f,other,1,32,3,7,0,0,60
52914,Procurement,region_26,Bachelors,m,other,1,40,4,12,1,0,65
2859,Technology,region_22,Bachelors,f,other,1,27,1,3,0,0,78
25587,Operations,region_26,Bachelors,m,other,1,33,5,7,1,0,56
17288,Finance,region_28,Bachelors,m,sourcing,1,30,3,7,1,1,55
52644,Procurement,region_20,Bachelors,m,other,1,27,3,2,1,0,68
24325,Analytics,region_4,Masters & above,m,sourcing,1,49,3,13,1,0,83
27637,Operations,region_22,Masters & above,m,other,1,42,5,14,1,0,60
63348,Sales & Marketing,region_7,Masters & above,m,other,1,36,3,2,1,0,49
74344,Technology,region_2,Below Secondary,m,referred,1,25,3,2,0,0,85
76359,Operations,region_20,Bachelors,f,sourcing,1,30,3,5,1,0,61
33213,Technology,region_25,Masters & above,f,sourcing,1,32,3,4,0,0,75
65203,Sales & Marketing,region_2,Bachelors,m,sourcing,1,46,2,6,0,0,48
4520,Legal,region_2,Masters & above,m,other,1,57,3,5,0,0,65
55312,Procurement,region_28,Masters & above,f,sourcing,2,33,3,7,0,0,68
59763,Sales & Marketing,region_7,Bachelors,f,other,1,31,3,10,0,0,52
7012,Technology,region_4,Bachelors,m,other,1,33,3,6,0,0,82
52548,Operations,region_26,Bachelors,f,other,1,30,4,3,1,0,57
50745,Analytics,region_7,Bachelors,m,sourcing,3,45,3,9,1,0,82
69700,HR,region_2,Bachelors,f,other,1,55,3,24,0,0,50
18240,Analytics,region_15,Masters & above,m,other,1,33,3,2,0,0,90
63782,Procurement,region_27,Bachelors,f,other,3,35,5,11,1,0,73
4130,Procurement,region_13,Masters & above,m,other,1,32,1,3,0,0,68
50984,Technology,region_23,Masters & above,m,other,1,39,5,5,1,0,80
22696,R&D,region_15,Masters & above,m,other,2,30,3,5,0,0,86
64601,Technology,region_23,Bachelors,m,sourcing,1,29,2,5,1,0,79
66107,Sales & Marketing,region_16,Bachelors,m,sourcing,1,35,5,7,0,0,55
6922,Technology,region_11,Bachelors,f,other,2,26,5,1,1,0,78
45722,Procurement,region_2,Bachelors,m,sourcing,1,41,2,6,1,0,63
10604,Operations,region_13,Bachelors,m,other,1,28,5,4,1,0,60
62218,Technology,region_26,Bachelors,m,other,1,30,4,3,0,0,78
15108,Sales & Marketing,region_4,Masters & above,m,sourcing,3,36,1,10,0,0,51
5193,Technology,region_10,Bachelors,m,other,2,28,3,4,0,0,84
11183,Operations,region_7,Bachelors,m,sourcing,1,38,5,8,0,0,61
35907,Procurement,region_34,Masters & above,m,sourcing,1,40,2,5,0,0,65
4975,Procurement,region_21,Bachelors,f,other,1,32,3,7,0,0,70
13192,Operations,region_22,Masters & above,m,sourcing,1,49,5,18,0,0,56
56724,Sales & Marketing,region_3,Bachelors,m,other,1,30,3,6,0,0,51
60103,Sales & Marketing,region_28,Bachelors,m,other,2,33,3,2,0,0,50
8190,Technology,region_7,Bachelors,f,referred,1,30,4,4,0,0,77
62871,Sales & Marketing,region_7,Bachelors,m,sourcing,1,41,4,7,1,0,52
33645,Operations,region_7,Bachelors,m,sourcing,1,48,4,8,0,0,54
13997,Operations,region_2,Bachelors,m,sourcing,1,33,5,5,1,0,56
74794,Analytics,region_7,Bachelors,m,other,1,39,4,10,0,0,84
24479,Technology,region_2,Bachelors,m,sourcing,1,23,1,2,0,0,82
77553,R&D,region_22,Bachelors,m,other,1,31,5,2,1,0,88
69644,Analytics,region_22,Bachelors,m,other,1,24,3,3,0,0,85
53593,Operations,region_2,Masters & above,f,sourcing,1,57,2,25,0,0,57
14590,Operations,region_27,Bachelors,f,other,1,26,4,3,0,0,58
41427,Sales & Marketing,region_23,Bachelors,m,other,1,32,1,5,0,0,52
39885,Operations,region_2,Bachelors,m,sourcing,1,36,3,9,0,0,55
72743,Analytics,region_6,Bachelors,m,sourcing,1,34,5,5,1,0,86
5063,Operations,region_2,Bachelors,f,sourcing,1,45,4,7,0,0,64
12586,Sales & Marketing,region_12,Bachelors,m,other,1,30,1,2,0,0,56
44460,Technology,region_16,Below Secondary,f,other,2,24,4,2,0,0,85
49398,Sales & Marketing,region_13,Bachelors,f,sourcing,2,34,3,4,1,0,47
11917,Sales & Marketing,region_15,Bachelors,m,other,3,31,1,5,0,0,50
23331,Technology,region_20,Bachelors,f,sourcing,1,28,3,2,0,0,82
67155,HR,region_14,Bachelors,m,other,1,34,3,3,1,0,49
45839,Finance,region_2,Bachelors,m,other,1,59,4,6,0,0,58
36375,Sales & Marketing,region_16,Bachelors,m,other,2,23,3,2,0,0,48
60863,Sales & Marketing,region_2,Masters & above,f,sourcing,1,55,3,18,0,0,52
37083,Technology,region_2,Masters & above,m,sourcing,1,37,2,7,0,0,78
3665,Sales & Marketing,region_27,Masters & above,m,sourcing,1,37,4,4,0,0,46
65352,Sales & Marketing,region_19,Bachelors,m,other,1,34,1,5,0,0,48
48201,Analytics,region_2,Bachelors,f,other,1,32,5,6,0,0,81
1367,Sales & Marketing,region_13,Masters & above,m,other,1,52,4,4,1,0,51
49207,Procurement,region_22,Masters & above,m,sourcing,1,42,2,15,0,0,70
21432,Operations,region_19,Bachelors,f,other,2,40,5,10,0,0,62
49181,Finance,region_27,Bachelors,m,other,1,37,4,9,0,0,59
58271,Sales & Marketing,region_8,Bachelors,m,sourcing,1,35,5,8,1,0,49
61018,HR,region_22,Masters & above,f,other,1,30,3,3,0,0,50
75849,R&D,region_22,Bachelors,m,other,1,34,1,9,0,0,82
28713,Analytics,region_7,Bachelors,f,other,1,34,1,4,0,0,86
31749,Legal,region_2,Masters & above,m,other,1,45,1,15,0,0,63
51347,Sales & Marketing,region_20,Masters & above,m,sourcing,1,31,3,7,0,0,52
15054,HR,region_7,Masters & above,m,other,1,34,5,3,1,0,46
13295,Sales & Marketing,region_5,Bachelors,m,other,3,29,1,3,0,0,49
389,Sales & Marketing,region_31,Bachelors,m,other,1,32,2,5,0,0,51
17933,HR,region_2,Masters & above,m,sourcing,1,38,3,4,0,0,49
69821,Technology,region_13,Bachelors,m,sourcing,1,34,2,6,0,0,77
3859,Sales & Marketing,region_25,Masters & above,m,other,4,41,3,13,0,0,50
51888,R&D,region_26,Masters & above,m,referred,2,29,5,3,1,0,86
24298,Procurement,region_13,Bachelors,m,other,3,24,1,3,0,0,72
57193,HR,region_7,Below Secondary,m,other,1,24,2,2,0,0,62
16268,Analytics,region_2,Bachelors,m,other,2,27,3,7,1,0,85
77567,Analytics,region_11,Bachelors,m,sourcing,2,36,3,7,0,0,83
65639,Operations,region_2,Masters & above,f,sourcing,1,35,3,4,1,0,70
66208,Analytics,region_11,Bachelors,m,other,1,33,3,8,1,0,84
75353,Technology,region_2,Below Secondary,f,other,1,22,5,2,1,0,79
15628,Operations,region_31,Bachelors,f,sourcing,1,30,5,7,0,0,59
37888,Sales & Marketing,region_15,Bachelors,m,sourcing,4,30,3,5,0,0,52
60883,Operations,region_23,Bachelors,m,sourcing,1,33,4,2,0,0,58
20868,Sales & Marketing,region_13,Bachelors,m,sourcing,1,53,5,4,0,0,63
21452,Sales & Marketing,region_27,Bachelors,m,other,1,36,3,10,0,0,51
70892,Finance,region_26,Bachelors,m,sourcing,1,38,3,7,0,0,62
17317,Technology,region_4,Bachelors,m,sourcing,2,30,3,4,0,0,81
68017,Sales & Marketing,region_1,Bachelors,m,sourcing,1,35,5,8,0,0,54
62303,Sales & Marketing,region_16,Bachelors,m,other,1,47,1,7,0,0,49
25489,Operations,region_21,Masters & above,f,other,1,35,5,5,1,0,61
14267,Sales & Marketing,region_19,Bachelors,m,sourcing,1,31,2,6,0,0,47
5165,Operations,region_15,Masters & above,m,sourcing,2,36,3,9,1,0,67
42966,Legal,region_16,Bachelors,m,other,1,32,5,2,1,0,56
12167,Sales & Marketing,region_18,Bachelors,m,other,1,34,3,2,1,0,43
784,Sales & Marketing,region_31,Bachelors,m,other,2,38,3,10,0,0,48
21682,Procurement,region_31,Bachelors,m,sourcing,1,28,5,5,1,0,69
65622,Operations,region_2,Bachelors,f,sourcing,1,58,3,11,1,0,60
24432,Sales & Marketing,region_13,Bachelors,m,other,1,40,4,14,0,0,52
57004,Finance,region_22,Masters & above,f,other,1,36,3,7,0,0,62
21094,Sales & Marketing,region_2,Masters & above,m,sourcing,1,53,1,23,0,0,51
8995,Analytics,region_22,Bachelors,f,sourcing,1,29,5,3,1,0,84
29178,HR,region_2,Bachelors,m,sourcing,1,34,2,5,0,0,49
73025,Sales & Marketing,region_22,Bachelors,m,sourcing,1,29,3,3,1,0,52
19209,Sales & Marketing,region_10,Masters & above,m,sourcing,1,45,3,7,0,0,54
73789,Procurement,region_2,Masters & above,f,other,1,39,2,10,1,0,70
5929,Operations,region_23,Masters & above,f,other,1,42,4,11,1,0,62
58585,Operations,region_2,Bachelors,m,other,1,33,1,8,0,0,56
44816,Procurement,region_2,Below Secondary,m,sourcing,2,25,3,2,1,1,73
28877,Sales & Marketing,region_22,Bachelors,m,sourcing,1,44,1,6,1,0,49
45265,Operations,region_29,Masters & above,m,other,1,33,1,7,0,0,62
72427,Sales & Marketing,region_34,Bachelors,m,other,1,27,3,5,1,1,53
31338,Sales & Marketing,region_27,Bachelors,m,sourcing,1,31,5,1,1,0,47
46863,Sales & Marketing,region_11,Bachelors,m,sourcing,1,37,5,9,0,0,61
56982,Sales & Marketing,region_4,Bachelors,m,other,1,44,5,15,1,0,48
17319,Sales & Marketing,region_16,Bachelors,m,other,1,41,1,11,0,0,48
49198,R&D,region_32,Bachelors,m,other,2,35,3,8,0,0,89
59498,Sales & Marketing,region_15,Bachelors,m,sourcing,1,43,5,17,0,0,47
26900,Sales & Marketing,region_28,Bachelors,m,sourcing,2,35,3,8,0,0,48
29947,Technology,region_7,Masters & above,f,sourcing,1,31,3,7,0,0,81
8572,Operations,region_27,Bachelors,f,other,1,36,4,7,1,1,74
50521,Operations,region_23,Masters & above,m,other,1,43,1,5,0,0,58
12014,Analytics,region_11,Bachelors,m,other,1,33,4,6,0,0,83
69324,R&D,region_22,Bachelors,m,other,3,30,1,6,0,0,87
60362,Sales & Marketing,region_21,Bachelors,m,other,2,26,1,4,0,0,48
21642,Sales & Marketing,region_22,Bachelors,m,sourcing,2,36,4,7,0,0,52
46726,Sales & Marketing,region_22,Masters & above,m,other,1,31,2,4,0,0,55
19533,Technology,region_33,Masters & above,m,sourcing,1,59,1,4,0,0,82
27104,HR,region_7,Masters & above,f,other,1,48,5,18,1,0,53
77965,Procurement,region_13,Bachelors,f,sourcing,1,32,4,7,0,0,70
6390,Technology,region_2,Masters & above,m,other,2,35,3,3,1,0,77
55111,Procurement,region_2,Bachelors,m,other,1,59,3,19,0,0,69
8423,Operations,region_27,Bachelors,f,other,1,32,3,2,0,0,60
25964,Technology,region_2,Bachelors,m,other,1,50,5,18,0,0,80
70904,Sales & Marketing,region_26,Bachelors,f,sourcing,1,32,5,7,1,0,43
50343,Sales & Marketing,region_19,Bachelors,f,other,1,34,1,7,0,0,53
24858,Sales & Marketing,region_13,Bachelors,m,sourcing,1,29,5,3,1,0,49
57960,Technology,region_27,Masters & above,m,other,1,41,3,13,0,0,82
73535,Sales & Marketing,region_13,Bachelors,m,other,1,33,3,6,0,0,48
29610,Procurement,region_24,Masters & above,m,sourcing,1,31,1,5,0,0,69
67706,Technology,region_22,Bachelors,m,referred,2,29,3,2,0,0,80
53704,Operations,region_19,Bachelors,m,other,1,36,3,6,1,0,57
73677,Procurement,region_34,Bachelors,m,other,1,27,2,4,0,0,71
68358,Sales & Marketing,region_7,Masters & above,f,other,2,35,1,8,0,0,49
66836,Analytics,region_30,Bachelors,m,other,2,28,3,1,0,0,86
56104,Procurement,region_4,Masters & above,m,other,4,36,3,6,0,0,71
22403,Finance,region_28,Below Secondary,f,other,1,26,1,2,1,0,54
2066,Technology,region_2,Bachelors,m,sourcing,1,29,3,6,0,0,81
14955,Sales & Marketing,region_19,Masters & above,m,sourcing,1,40,4,9,0,0,46
6239,Operations,region_31,Bachelors,m,sourcing,1,30,4,8,1,0,60
3533,R&D,region_13,Bachelors,m,other,1,30,5,5,1,0,83
22374,Analytics,region_22,Bachelors,m,other,2,29,1,3,1,0,88
30119,Sales & Marketing,region_6,Bachelors,f,other,1,30,1,6,0,0,45
12954,Operations,region_31,Bachelors,m,sourcing,1,32,3,5,1,0,62
75807,Operations,region_22,Masters & above,f,other,1,44,4,6,0,0,58
65333,Operations,region_19,Bachelors,m,sourcing,1,40,5,6,1,0,53
4771,Analytics,region_4,Masters & above,m,sourcing,1,54,3,10,1,0,94
8252,Sales & Marketing,region_4,Masters & above,m,sourcing,1,43,3,13,0,0,48
16462,Procurement,region_2,Masters & above,f,other,1,42,5,11,1,0,68
22189,Operations,region_31,Masters & above,f,other,1,34,4,5,0,0,64
57898,Procurement,region_17,Bachelors,f,other,2,46,3,13,1,0,71
69562,Sales & Marketing,region_28,Bachelors,m,sourcing,1,31,2,6,1,0,49
11934,Sales & Marketing,region_6,Bachelors,m,other,1,27,5,2,1,0,47
64332,Operations,region_4,Bachelors,m,other,1,32,3,6,0,0,60
2688,Operations,region_15,Bachelors,m,sourcing,1,35,5,10,0,0,59
41576,Sales & Marketing,region_20,Masters & above,m,other,1,40,3,10,0,0,44
19528,Analytics,region_4,Bachelors,m,other,1,42,3,7,1,0,85
8595,Procurement,region_16,Masters & above,f,other,1,38,2,11,0,0,68
6326,Sales & Marketing,region_18,Bachelors,m,other,1,37,3,4,1,0,50
10035,Operations,region_2,Masters & above,m,sourcing,2,44,5,7,1,0,61
6857,Sales & Marketing,region_25,Bachelors,m,sourcing,1,26,3,4,0,0,48
54051,Analytics,region_22,Bachelors,m,other,2,27,5,2,1,0,78
4775,Analytics,region_22,Bachelors,m,other,1,39,5,9,1,0,81
21833,Operations,region_23,Bachelors,f,sourcing,1,32,4,5,0,0,60
71703,Operations,region_22,Masters & above,m,other,1,50,5,3,0,0,62
29274,Sales & Marketing,region_14,Masters & above,m,sourcing,2,33,1,6,0,0,51
7507,Technology,region_10,Bachelors,f,other,1,29,2,2,0,0,80
38724,Analytics,region_2,Masters & above,m,sourcing,1,33,5,10,1,0,86
69471,Sales & Marketing,region_7,Masters & above,f,other,1,39,5,4,0,0,49
6537,Procurement,region_13,Bachelors,f,sourcing,1,29,5,2,1,0,67
8793,Sales & Marketing,region_30,Bachelors,m,sourcing,1,47,5,20,0,0,50
10662,Sales & Marketing,region_7,Bachelors,f,sourcing,1,38,5,8,0,0,52
2649,Analytics,region_31,Bachelors,m,sourcing,4,40,5,5,0,0,86
7124,Technology,region_26,Bachelors,m,other,1,29,3,5,0,0,82
29718,Operations,region_15,Masters & above,m,other,1,42,4,8,1,0,62
50688,Technology,region_7,Masters & above,f,other,1,38,5,8,0,0,89
23604,Sales & Marketing,region_28,Bachelors,m,sourcing,1,29,2,3,0,0,51
56640,Technology,region_4,Bachelors,f,sourcing,1,29,3,6,1,0,82
63049,HR,region_7,Below Secondary,m,other,1,24,5,2,0,0,54
17662,Sales & Marketing,region_13,Bachelors,m,other,1,30,5,2,1,0,51
52265,Sales & Marketing,region_7,Bachelors,m,sourcing,1,32,5,2,1,0,53
53892,Technology,region_15,Bachelors,m,other,1,41,1,2,0,0,81
34778,Procurement,region_10,Masters & above,m,other,1,31,1,6,1,0,70
70845,Procurement,region_5,Bachelors,f,sourcing,2,26,3,3,0,0,67
17770,Sales & Marketing,region_16,Bachelors,m,sourcing,1,25,5,2,0,0,46
46123,Sales & Marketing,region_2,Masters & above,m,sourcing,1,32,4,3,1,0,53
70748,Operations,region_4,Masters & above,m,sourcing,1,42,4,10,1,0,56
20123,Technology,region_5,Bachelors,f,sourcing,1,31,2,6,0,0,85
71609,Sales & Marketing,region_24,Bachelors,m,other,1,32,3,7,0,0,44
62284,Sales & Marketing,region_1,Bachelors,m,other,1,30,3,2,0,0,50
42128,Sales & Marketing,region_7,Masters & above,m,other,1,31,2,2,0,0,52
38595,Sales & Marketing,region_2,Masters & above,f,other,1,56,5,16,0,0,97
56405,Operations,region_19,Bachelors,m,sourcing,1,34,5,7,0,0,62
50470,Technology,region_16,Masters & above,m,other,1,34,3,3,1,0,78
74059,Technology,region_2,Bachelors,m,sourcing,1,42,3,12,0,0,79
77294,Operations,region_2,Masters & above,f,other,1,37,5,8,0,0,60
24068,Finance,region_8,Bachelors,f,other,1,30,3,7,1,0,60
36122,Procurement,region_17,Masters & above,m,other,1,43,3,13,0,0,70
48558,Procurement,region_15,Masters & above,m,other,1,41,5,10,1,0,72
57705,Finance,region_25,Bachelors,m,other,1,29,5,6,0,0,64
55109,Technology,region_15,Bachelors,f,other,1,35,3,10,0,0,79
44929,Technology,region_13,Bachelors,m,other,1,55,3,14,0,0,81
4787,Technology,region_31,Masters & above,m,other,1,50,3,5,0,0,78
40390,Finance,region_22,Bachelors,m,sourcing,1,32,3,7,0,0,58
77460,Sales & Marketing,region_2,Bachelors,f,sourcing,1,35,3,3,1,0,52
41162,Sales & Marketing,region_22,Bachelors,m,other,1,28,5,2,0,0,51
73402,Operations,region_15,Bachelors,f,sourcing,1,50,4,8,1,0,74
27369,Analytics,region_4,Masters & above,m,other,2,39,1,6,0,0,89
22353,Finance,region_31,Bachelors,m,other,1,26,2,2,0,0,59
50946,Analytics,region_30,Bachelors,m,other,2,28,3,2,1,0,87
13742,Operations,region_2,Bachelors,m,sourcing,1,30,4,4,1,0,57
44275,Technology,region_2,Masters & above,f,other,2,36,2,2,1,0,81
6145,Sales & Marketing,region_7,Bachelors,m,other,2,34,1,3,0,0,52
66068,Technology,region_13,Bachelors,f,other,1,28,4,6,1,0,79
25853,Sales & Marketing,region_2,Bachelors,f,sourcing,1,43,5,2,0,0,48
17682,Sales & Marketing,region_31,Bachelors,m,sourcing,2,29,1,1,1,0,47
66713,Technology,region_2,Masters & above,f,other,1,42,1,9,0,0,78
67024,Sales & Marketing,region_13,Bachelors,m,other,1,23,5,2,1,0,53
44834,Analytics,region_25,Bachelors,f,sourcing,1,29,3,8,0,0,84
70303,Analytics,region_23,Masters & above,m,other,1,33,1,4,0,0,83
1446,Procurement,region_2,Masters & above,m,other,1,43,4,7,1,0,69
10441,Sales & Marketing,region_31,Masters & above,m,other,1,43,5,3,0,0,55
62817,Sales & Marketing,region_22,Masters & above,m,sourcing,1,30,3,2,0,0,51
21312,Technology,region_11,Masters & above,f,other,1,39,4,4,1,0,76
33403,Sales & Marketing,region_7,Masters & above,m,other,1,37,4,10,0,0,49
16868,Sales & Marketing,region_13,Bachelors,m,other,1,31,3,5,0,1,68
41351,Analytics,region_13,Bachelors,m,sourcing,1,31,5,3,1,0,99
31563,Sales & Marketing,region_33,Bachelors,m,sourcing,1,39,3,4,1,0,51
39106,Sales & Marketing,region_2,Bachelors,m,sourcing,2,30,5,3,0,0,50
9135,Procurement,region_22,Masters & above,m,sourcing,1,33,1,9,1,0,69
12528,Sales & Marketing,region_2,Bachelors,m,sourcing,1,54,5,24,1,0,48
4848,Sales & Marketing,region_4,Masters & above,m,other,1,31,5,4,1,0,48
30761,Sales & Marketing,region_2,Masters & above,m,other,1,44,4,13,0,0,52
28403,Analytics,region_34,Bachelors,m,other,1,33,3,8,0,1,86
74752,Operations,region_22,Bachelors,m,other,1,36,5,8,0,0,57
33249,Sales & Marketing,region_19,Bachelors,f,sourcing,1,35,2,8,0,0,48
20118,Sales & Marketing,region_13,Bachelors,m,other,1,54,3,5,0,0,47
55034,Technology,region_14,Bachelors,f,sourcing,2,32,3,4,0,0,79
52356,Finance,region_13,Bachelors,m,other,1,32,1,4,0,0,59
50733,Technology,region_2,Bachelors,f,other,2,43,3,7,1,0,78
50024,Operations,region_16,Bachelors,m,other,1,42,3,5,1,0,60
47228,Operations,region_14,Masters & above,f,sourcing,1,37,3,7,0,0,59
71336,Procurement,region_17,Bachelors,f,other,1,35,3,6,0,0,67
63543,Sales & Marketing,region_28,Bachelors,m,other,1,29,5,3,1,0,51
4389,Sales & Marketing,region_13,Bachelors,m,sourcing,1,53,5,10,0,0,49
2697,HR,region_2,Bachelors,m,referred,1,26,3,3,0,0,52
3486,HR,region_2,Masters & above,f,other,1,40,3,5,1,0,48
59377,Procurement,region_31,Masters & above,m,other,2,34,5,2,1,0,71
52349,Sales & Marketing,region_1,Bachelors,m,sourcing,1,32,4,9,0,0,53
75258,Technology,region_2,Masters & above,m,other,1,51,5,11,0,0,78
15682,Sales & Marketing,region_7,Masters & above,m,other,1,36,1,9,0,0,47
2655,Analytics,region_4,Bachelors,m,other,1,39,2,10,0,0,85
1806,Sales & Marketing,region_16,Bachelors,f,other,1,28,1,2,0,0,52
8629,Sales & Marketing,region_14,Bachelors,m,sourcing,1,29,5,3,0,1,54
55696,Sales & Marketing,region_22,Bachelors,f,sourcing,1,30,5,5,1,0,48
55261,Technology,region_4,Masters & above,m,sourcing,1,37,1,2,1,0,84
13466,Operations,region_15,Bachelors,m,sourcing,1,43,4,16,0,0,59
2215,Analytics,region_28,Bachelors,m,other,1,36,1,2,1,0,91
66924,Sales & Marketing,region_20,Bachelors,m,sourcing,1,30,1,3,0,0,48
40702,Analytics,region_2,Bachelors,m,other,1,33,4,3,1,0,83
66731,Technology,region_2,Bachelors,m,other,1,34,5,7,1,0,80
65743,Procurement,region_19,Bachelors,m,sourcing,1,30,2,2,0,0,68
54382,Operations,region_15,Bachelors,m,referred,1,38,5,5,1,0,57
23738,Finance,region_29,Bachelors,m,other,1,29,1,3,0,0,62
16783,Operations,region_31,Masters & above,m,sourcing,3,39,3,11,1,0,60
75949,Sales & Marketing,region_2,Masters & above,m,sourcing,1,31,1,3,0,0,52
65975,Analytics,region_29,Bachelors,m,other,2,28,5,4,1,0,84
77333,Operations,region_2,Bachelors,f,other,1,54,4,22,0,0,57
51294,Procurement,region_22,Masters & above,m,sourcing,2,33,3,3,0,0,72
61335,Sales & Marketing,region_28,Masters & above,f,other,2,36,5,4,0,0,46
40356,Operations,region_31,Bachelors,m,other,1,42,4,11,1,0,58
73651,Operations,region_13,Masters & above,f,other,1,43,4,14,0,0,60
39582,Procurement,region_17,Masters & above,m,other,1,56,3,3,1,0,70
38731,Sales & Marketing,region_2,Bachelors,m,other,1,32,4,4,1,0,51
48910,Sales & Marketing,region_16,Bachelors,m,sourcing,2,32,1,3,0,0,53
42279,Sales & Marketing,region_31,Bachelors,m,sourcing,1,33,1,3,0,0,50
11178,Technology,region_13,Bachelors,f,sourcing,1,27,2,2,0,0,84
42291,Technology,region_2,Masters & above,f,other,1,55,1,17,0,0,77
9178,Analytics,region_9,Bachelors,m,other,2,29,3,1,0,0,80
67428,Operations,region_15,Bachelors,m,other,1,33,5,5,1,0,66
23831,Analytics,region_15,Bachelors,m,sourcing,1,30,4,5,0,0,86
48966,Procurement,region_7,Bachelors,m,sourcing,1,29,5,4,1,0,69
15575,Sales & Marketing,region_13,Masters & above,m,other,2,37,3,4,1,0,54
40851,Operations,region_15,Bachelors,m,sourcing,2,39,5,12,0,0,73
33718,Analytics,region_28,Bachelors,m,other,1,40,4,10,0,0,86
44633,Sales & Marketing,region_10,Masters & above,f,sourcing,1,35,2,5,1,0,53
39468,R&D,region_22,Masters & above,m,other,2,36,5,2,1,1,84
54974,Technology,region_10,Masters & above,m,other,1,33,4,8,1,0,79
18487,Analytics,region_7,Bachelors,m,sourcing,1,28,5,4,1,0,88
65132,Sales & Marketing,region_7,Bachelors,m,other,1,44,4,3,1,0,51
2025,Technology,region_26,Bachelors,f,sourcing,1,30,3,4,0,0,80
52536,Finance,region_22,Masters & above,m,other,1,33,1,7,0,0,58
9532,Analytics,region_22,Masters & above,m,sourcing,1,35,4,7,1,0,82
7375,Sales & Marketing,region_3,Bachelors,m,other,1,26,5,2,0,0,52
9405,Sales & Marketing,region_9,Masters & above,m,other,1,30,2,4,0,0,48
72288,Operations,region_27,Bachelors,f,other,1,37,5,7,1,0,59
76087,Analytics,region_29,Bachelors,m,other,2,28,4,4,0,0,83
7680,Procurement,region_7,Masters & above,m,sourcing,2,38,1,4,0,0,74
34750,Technology,region_7,Masters & above,f,sourcing,1,45,5,12,1,0,77
63591,Sales & Marketing,region_14,Bachelors,m,sourcing,1,49,3,10,1,0,54
71965,Analytics,region_32,Bachelors,m,other,1,38,4,10,1,0,84
13527,Operations,region_27,Masters & above,m,other,1,41,3,7,1,0,59
5590,Operations,region_2,Bachelors,f,other,2,34,5,6,0,0,62
15892,Sales & Marketing,region_24,Bachelors,f,other,1,32,1,6,0,0,49
47090,Operations,region_23,Bachelors,m,other,1,26,4,4,1,0,56
25348,Sales & Marketing,region_2,Masters & above,m,other,1,57,4,15,1,0,51
34219,Operations,region_19,Bachelors,m,other,1,31,3,6,0,0,64
23082,Sales & Marketing,region_25,Masters & above,f,sourcing,1,35,3,3,0,0,52
72746,Procurement,region_7,Bachelors,m,sourcing,1,32,3,7,0,0,65
34516,Sales & Marketing,region_4,Bachelors,m,sourcing,1,30,3,5,1,0,53
71693,Legal,region_31,Bachelors,m,sourcing,1,31,3,5,1,0,58
37925,Operations,region_7,Masters & above,f,other,1,34,4,3,1,0,55
30134,Technology,region_26,Masters & above,m,sourcing,1,42,3,10,0,0,75
60277,Technology,region_13,Bachelors,m,sourcing,2,33,4,10,1,0,81
36454,Operations,region_22,Masters & above,m,referred,2,37,4,10,1,0,61
31913,Procurement,region_2,Bachelors,f,other,1,29,3,7,0,0,65
12220,Sales & Marketing,region_28,Masters & above,f,other,1,33,1,8,0,0,49
23748,Operations,region_2,Bachelors,m,sourcing,2,44,3,13,0,0,62
13567,Operations,region_2,Masters & above,f,other,1,36,4,4,1,0,61
31462,Operations,region_13,Bachelors,m,other,1,40,5,5,1,0,56
2010,Sales & Marketing,region_28,Bachelors,m,other,1,28,5,2,1,0,53
44640,Sales & Marketing,region_22,Bachelors,m,other,2,27,3,3,1,0,50
5611,Sales & Marketing,region_2,Masters & above,m,other,1,44,2,13,0,0,46
60316,Sales & Marketing,region_16,Bachelors,m,other,1,24,3,2,0,0,57
73248,Operations,region_13,Bachelors,f,other,1,38,3,10,1,0,60
1400,Sales & Marketing,region_13,Bachelors,m,other,1,54,5,13,0,0,50
52001,Analytics,region_2,Bachelors,m,sourcing,1,34,3,3,0,0,78
47638,Finance,region_31,Bachelors,f,other,2,31,3,5,0,0,55
19257,Procurement,region_2,Bachelors,f,other,1,30,3,5,0,0,70
55693,Operations,region_2,Bachelors,m,other,1,38,4,2,0,0,55
47129,Operations,region_32,Bachelors,f,sourcing,1,41,3,9,1,0,60
20023,Operations,region_2,Bachelors,f,sourcing,1,60,1,14,0,0,62
44424,Operations,region_4,Masters & above,f,other,1,35,5,9,1,0,58
52943,Procurement,region_22,Bachelors,f,other,1,26,3,4,0,0,71
52605,Operations,region_22,Masters & above,f,sourcing,1,30,4,3,1,0,59
